userName,content,score,at,label
NUR HIDAYAT,SERING TROUBLE KALAU ADA HUJAN DAN ANGIN. JARINGAN SANGAT LEMOT DAN PAKETAN MAHAL. SAYA SUDAH SERING KIRIM LAPORAN BESERTA LOKASI DI MY M3 TAPI TIDAK DI GUBRIS !!! JARINGAN CUMA 1 BAR SUPER LEMOT SANGAT MERUGIKAN BAGI PELANGGAN. PARAH !!!,1,2024-01-30 10:41:54,negatif
Aldy Taher,"Indosat di wikayah tandes makin hari makin parah nih, Gimana tanggapan kalian. Sinyal 4G berasa GPRS, Parah sih ini, Apahakah pihak indosat membiarkan seperti ini terus",1,2024-01-30 10:37:19,negatif
Farel Ahsan,"Aplikasi busukm3,lemot, masa poin tiba2 hilang,isi pulsa berapa x gk dpt poin juga",1,2024-01-30 10:32:38,negatif
reindra septian,sangat mudah,5,2024-01-30 10:26:07,positif
hanafi bae,good job,5,2024-01-30 10:22:01,positif
Basri,"Saya cuma bisa kasi 🌟 4, Karna ada satu yg masih kurang kalau kalau kita beli paket darurat harga nya 4.500 saat kita isi pulsa malah di potong 5.500",4,2024-01-30 10:15:52,positif
Bobty Zr,"kenapa beli paket im3 kok ngak bisa, dalam proses trus hampir berhari-hari nunggu proses trus",4,2024-01-30 10:14:54,positif
Bahul Ihsan,"Kota malang kecamatan tumpang dusun sumbersari sering sinyalnya menghilang, kenapa Indosat sekarang sinyal nya makin ngelag makin hilang, tolong perbaikannya",1,2024-01-30 10:08:37,negatif
Yoltin,"Indosat yang terhormat, kemarin saya sangat senang, karena beberapa hari itu jaringan jelek langsung dapat 1gb, tapi kenapa sekarang makin jelek ya? Malahan yang bagus itu sekitar jam 1 malam, sedangkan saya sudah sangat lama pakai Indosat untuk pekerjaan saya di luar kantor, saya sangat kecewa, mohon di perbaiki ya, karena sebelumnya jaringan sangat bagus, mpoin dapat di tukar kuota, jadi tolong diperbaiki secepatnya, kalau tidak secepatnya diperbaiki kayaknya next mau ganti kartu dulu 😭",1,2024-01-30 09:56:13,negatif
You tube Chanel baru,jaringan ok,5,2024-01-30 09:43:52,positif
Slamet Haryono,"Tolong jaringan di perbaiki lgi,,buat main game saja,ngebug mulu..miskin sinyal",1,2024-01-30 09:41:20,negatif
Siti Aisah,jaringan tidak loading,4,2024-01-30 09:34:34,positif
Firman Utina,makasi,1,2024-01-30 09:29:50,negatif
Kasongan Kasongan,sangat baik,5,2024-01-30 09:24:47,positif
Muhammad Irfan Hermawan,Paketan doang mahal sinyal anyep,3,2024-01-30 09:24:33,negatif
Devoid Official,bagus,4,2024-01-30 09:17:47,positif
Syaifar Arga,Kuota masih banyak masa aktif tinggal 1 jam lagi malah ga bisa di pake indosat 🍌,1,2024-01-30 09:16:49,negatif
Atharanza Zayyan Syah,Terparah kuota nya mahal nyedotnya cepat padahal lemot ga kayak dulu satset ini eh sekarang kuota lagi hemat-hemat nya malah tiba-tiba kuota hilang????lu kenapa sih sat?Indosat??,1,2024-01-30 09:12:25,negatif
Mas Tole,"APLIKASII TOLOL, UDAH PADAHAL G ADA GANGGUAN TP MASUKNY LAMA.. MAU BELI PAKET PUN TIDAK BISA MELAKUKAN PEMBAYARAN ANDA, GOBLOKK... KALAU BIKIN APLIKASI BELUM SEMPURNA JAN DI PUBLISH DI PLAYSTORE COK, KESEL GUA MANA LAGI BUTUH",1,2024-01-30 09:08:42,negatif
Siti Eli,ok,5,2024-01-30 09:01:15,positif
Setiyo Iksani,Gak adil gak ngasih promo yang sama kaya nomor yang lainnya kecewa beraaaaaaaaaat🤬,1,2024-01-30 09:00:03,negatif
Nazhira Salsabila,lumayan,4,2024-01-30 08:51:17,positif
Ayah Andin,jos,5,2024-01-30 08:49:55,positif
Anik Azzam,im3 semakin jaya,4,2024-01-30 08:45:53,positif
Dewi Halimatus sadiah,🤩🤩🤩🤩🤩,5,2024-01-30 08:45:00,positif
Rama Rama,mantap,5,2024-01-30 08:44:38,positif
Silvia Ningsih,Jaringan nya kuat dan banyak bonus kuota,5,2024-01-30 08:44:03,positif
Muhammad Iqbal,"Yang bener aja beli Kouta mahal"" sinyal sering gangguan, rugi dong",1,2024-01-30 08:32:14,negatif
Rinzaghi Gumilar,app.bagus banget,5,2024-01-30 08:29:23,positif
Muhammad Kasdi,good,5,2024-01-30 08:27:13,positif
Wirawan Abied Jayawardana,Lemot terus,1,2024-01-30 08:25:06,negatif
Fero Doresta,Parah kartu indosat ga bisa dipake sama sekali,1,2024-01-30 08:24:59,negatif
Alpheratz,Indosat jaringannya kapan tobat rekk... 2024 masih 3mbps....,5,2024-01-30 08:22:49,positif
RAFKA GIBRAN,tambahkan Kouta gratis setiap bulan,5,2024-01-30 08:21:35,positif
Boddah 1897,berbaik hatilah,5,2024-01-30 08:20:04,positif
Adhe Putra,aneh,1,2024-01-30 08:15:39,negatif
Jazilla Syifa,"pulsa sering kesedot, padahal ga pernah hutang pulsa darurat",2,2024-01-30 08:13:46,negatif
Sulihin Abu,Bagus dan keren,5,2024-01-30 08:05:48,positif
Alfian nfr,Mending jualan bakso aja daripada ngurusin sinyal,1,2024-01-30 08:04:13,negatif
Kimyang.A,Baguss,5,2024-01-30 08:01:54,positif
Ayukomang Warasaputri,"Kenapa aplikasi ny gc bisa di bukak, Jdi ny susah mau cek paket data nya, Tolongg dong aplikasi im3 ni, biar bisa di buka lagii",2,2024-01-30 08:00:59,negatif
Ahmad Mawardi,"aplikasi baru di update sudah eror,Baru kali ini saya kecewa sama nih aplikasi",1,2024-01-30 07:52:44,negatif
Mira Naadhira,Jaringan Indosat knp jelek terus ya,1,2024-01-30 07:51:50,negatif
Tristanvarrel Tristanvarrel,Mantap,5,2024-01-30 07:50:35,positif
Anwar Saepudin,sangat puas,4,2024-01-30 07:50:24,positif
Mamet ORC,SINYAL BURUK BANGET,1,2024-01-30 07:47:48,negatif
fattan malik,Aplikasinya gak bisa di buka,1,2024-01-30 07:43:49,negatif
Ben Surya,tolol,1,2024-01-30 07:42:40,negatif
Beny Beny,aplikasi yang sangat bagus,5,2024-01-30 07:38:57,positif
Meirry Wijaya,Sinyal nya tambah jelek Tolong d perbaiki donk,2,2024-01-30 07:31:57,negatif
Ibay 28,sangat bagus,5,2024-01-30 07:31:02,positif
Runni Arifin,"jaringannya lemotttt,sengaja ngasih bintang 5 supaya org baca keluhsn sya",5,2024-01-30 07:30:09,positif
Kaspul Anwar,baik sangat membantu,4,2024-01-30 07:26:54,positif
Handi,mantap welll,5,2024-01-30 07:23:18,positif
Sudiansyah Offcial,"Harga paket makin hari makin mahal aja,padahal jaringan jelek ,paket mahal klo jaringan bagus gpp.",1,2024-01-30 07:22:50,negatif
Selfiasyafira Putri,"saya beli pulsa 10rb ngga saya apa apain malah berkurang sendiri jadi tinggal 7rb stress emang, ga kaya apk sebelah ada pengaman pulsanya",1,2024-01-30 07:22:26,negatif
Sapto Darmono,baik,4,2024-01-30 07:20:17,positif
Dzikri Nurhuda,SINYAL SERING NGELEG TERUS PULSA SERING KEPOTONG SENDIRI INDOSAT TOLOL TUTUP AJA LA,2,2024-01-30 07:16:45,negatif
Deminiar Arma,gif Ganjar,5,2024-01-30 07:15:12,positif
Junesty alma Juwita ardhani,bagussss bangetttt bisa dapett kuota gartissssss rating 100/10,5,2024-01-30 07:13:29,positif
Agus Suryanto,bermanfaat buat yg mw top up,4,2024-01-30 07:12:06,positif
Fauzy Achmad,Sinyalnya agak lemot,3,2024-01-30 07:09:57,negatif
nita amelia,lumayan bagus gratisan nelpon sama internetan nya di banyakin yah hehe,4,2024-01-30 07:03:15,positif
Julia Karmita,kerena sangat bagus,5,2024-01-30 06:59:24,positif
Tio Pilus Rengki,"Untuk paket internet Udah ok, dan untuk reward jg udh ok, ada satu yg GK ok yaitu jaringan internet yg GK lancar, semakin hari semakin jelek, dari 2018 gua pake ini kartu, dulu internet ny lumayan kenapa mulai dari tahun 2023 sampai tahun 2024 ini jaringan sinyal internet im3 jelek, apa masalah nya sih, untuk main game juga buruk apa lagi yg lainny, harapan aku sih sinyalnya diperkuatkan lagi, setidaknya harus ada kemajuan. Itu aja",1,2024-01-30 06:58:59,negatif
ramadhani arnal,Sinyaaall taaiiiii,1,2024-01-30 06:58:51,negatif
Ana Anta,sungguh snģt mmbantu...,5,2024-01-30 06:58:11,positif
josua saragih,Makin hancur lag parah,1,2024-01-30 06:50:21,negatif
ikaikai ika,terima kasih,5,2024-01-30 06:46:21,positif
yosua wisnu,good,5,2024-01-30 06:38:55,positif
alya agustinaa,baik,5,2024-01-30 06:33:18,positif
Hanif Kardi,Jijik sama perdana nya kaya im3 dari indosat sangat mengecewakan jaringan sama sinyalnya lecet sangat sangat menyebalkan..........!!!!!! Tutup saja PT nya jika tidak bisa bersaing dengan PT yg lain......👎👎👎🏼👎👎👎👎👎,1,2024-01-30 06:31:53,negatif
Wawan Mobile,razin razin kasih bonua,5,2024-01-30 06:27:21,positif
Ade Kudus,"GOOD BYE IM3 ,,, kartu yang Kya zombie yg suka sedot pulsa secara tiba2 harga paketnya semakin mahal & kwalitas sinyal nya jelek yang kadang kadang sinya suka hilang secara tiba tiba . Beralih ke si Biru",1,2024-01-30 06:24:03,negatif
Kikijoss,bagus,5,2024-01-30 06:24:00,positif
Zahrasyella silviana,baik,5,2024-01-30 06:23:38,positif
Hernando Dafa,"Kek mana, mau beli kuota pun susahnya minta ampun gagal mulu harus coba pake metode yang lain, harusnya kalo emang gabisa dri awal bilangnya bukannya udah top up baru bilang gagal mulu",1,2024-01-30 06:22:12,negatif
Asep Tarang,ok,3,2024-01-30 06:17:13,negatif
Asep Redi,bagus banyak bonus poinya,5,2024-01-30 06:06:51,positif
stevie van yoost,"kadang2 signal tiba2 hilang,.",4,2024-01-30 05:57:25,positif
Tabroni -,cepat,5,2024-01-30 05:57:03,positif
Ading Mardin,"Pembaruan hampir stiap hari. Tapi stiap buka gk bisa ke buka. bikin putus asa. Padahal signal di atas 100 kbps. Tapi ketika buka aplikasi yang lain lancar² aja. Tarif semakin mahal, dan layanan *500# gk berlaku lagi. Ada apa dengan indosat ??",1,2024-01-30 05:51:13,negatif
Mas Lana Al. Faruq,Sinyale lagi bosok,2,2024-01-30 05:49:03,negatif
Muhammad Agung,sinyal buriq,1,2024-01-30 05:46:39,negatif
Ida Situ zubaidah,sangt baguss,5,2024-01-30 05:46:07,positif
Blue Butterfly,SINYAL TERLEMOT & GAJE JATUH PADA INDOSAT... BUAT BUKA MYIM3 AJA GAK BISA INTERNET NYA 💩💩💩💩💩💩💩,1,2024-01-30 05:38:53,negatif
Naylakhalipatun Nisa,🤜🏻🤛🏻,5,2024-01-30 05:38:41,positif
roby ardiansyah,Ini kok saya GK ambil paketan malah aktif sendiri paketnya,1,2024-01-30 05:36:24,negatif
Buaya darat,sinyal jelek asuu kalo bagus di kasih bintang 5,1,2024-01-30 05:34:20,negatif
Erwin Syah,sangat puas,5,2024-01-30 05:33:14,positif
ansar suaib,semoga murah paketnya tetap awet.,4,2024-01-30 05:31:47,positif
Leny 123,lepat proses nya,5,2024-01-30 05:28:33,positif
Cahya rani,kurang menarik promo nya,4,2024-01-30 05:21:03,positif
Kuprit Tirta,Aplikasinya sih bagus cuma kenapa masih dpt sms tawaran slot judi online melulu. Ini gmn ceritanya sih indosat ????,1,2024-01-30 05:16:20,negatif
MF17,Cuma satu yang bikin kesel kenapa pas mati lampu sinyal juga hilang ?,3,2024-01-30 05:16:17,negatif
Sri Kartini,mempermudah,5,2024-01-30 05:14:46,positif
Ziowardana Wardana,"mantap promonya,,",5,2024-01-30 05:13:00,positif
rian suhendra,is the best,5,2024-01-30 05:08:16,positif
Luffy Wara,"Main game ngleg terus , im3 tolol",1,2024-01-30 05:02:39,negatif
Adinda Siti Mashpupah,"baru semalam isi pulsa tapi pulsanya malah terpotong sendiri padahal nda dipake telpon apalagi sms, internetan apalagi, ini kok makin jelek aja sih",1,2024-01-30 05:01:11,negatif
Arjuna 42,saya suka dgn aplikasi ini...pokok ya mantap dah,5,2024-01-30 04:57:58,positif
wildan storee,"makin laris bukanya makin bagus sinyalnya eh sinyalnya buriq bgt bikin males pake Indosat,beli mahal mahal trs eh sinyalnya ke gini bgt parah,makin laris ko gini gimana mau maju",2,2024-01-30 04:52:28,negatif
ADGamers,"Sering banget Udah tuker Impoin kouta ngak masuk, padahal ngak ada paket aktif",1,2024-01-30 04:46:43,negatif
Alvin Bayu,Jaringan perbaiki lah nge lag nih daritadi pagi sampe sekarang gaada perbaikan kah?,1,2024-01-30 04:42:29,negatif
Latif Latif,Sinyal nya jelek bangetr buat maen gamee pas ada musuh lag,1,2024-01-30 04:39:44,negatif
Muhamad Arif,Jaringan Terburuk Sepanjang semua provider di indonesia,2,2024-01-30 04:34:17,negatif
Asep Setiawan,bagus,5,2024-01-30 04:33:24,positif
Tita Srimulyani,sngt baik,5,2024-01-30 04:31:46,positif
Rmazhari Mertowijoyo,Sogood,5,2024-01-30 04:25:26,positif
Sam bel,signal sering hilang.banyak sms buat promo.ketika pakai layanan pulsa darurat ternyata pulsa sisa ikut disedot habis. secuil keluhan.,2,2024-01-30 04:23:23,negatif
muhammad muqoyyim,"Jaringan sangat payah, menyusahkan orang",1,2024-01-30 04:22:37,negatif
ARDIAN FIBRIANSYAH,"Mati lampu sinyal nya pasti ilang,kadang tiba"" sinyal nya ilang, sering bgt trouble",1,2024-01-30 04:15:07,negatif
ayuk nurtini,M3 lelet sinyal nya,3,2024-01-30 04:10:20,negatif
One Lampung,Good,2,2024-01-30 04:04:18,negatif
Alamsyah,Aplikasi sampah setiap mau beli paket dengan metode Shopee pay selalu saja gagal.!!!!,2,2024-01-30 04:03:21,negatif
Oli Oliv,bagus banget,4,2024-01-30 04:00:12,positif
Ega prabowo,Saya kecewa dengan im3 kuota saya 40 gb terganti dengan paket darurat karena buka Facebook dan ga rekomendasi pake IM3,5,2024-01-30 03:57:47,positif
Bambang Baehaqim01,"Mahal mah gpp kalaw sinyalnya bagus mahh, lah ini udh mahal udh sinyal lemot bikin pelangan kecewa Dari tanggal 26 januari 2024 nyampe 30 Januari 2024 masih aja jelek sinyal kurang setabil",2,2024-01-30 03:55:07,negatif
erna agustiani,"Maaf q kurangi bintangnya... Keseringan update, signal sering gangguan... Paket makin mahal....",3,2024-01-30 03:49:30,negatif
Supri yadi,sangat bagus..,5,2024-01-30 03:46:13,positif
lutfi hafidz,bagus,5,2024-01-30 03:44:55,positif
Patrick Tersesat,RUGI DONG !!!,1,2024-01-30 03:43:24,negatif
Bayu Saputra,Ok sudah normal kembali kak,5,2024-01-30 03:34:00,positif
Mas Jumadi,ok,5,2024-01-30 03:32:57,positif
tahron 74,mwantabbb,5,2024-01-30 03:26:34,positif
Salman Man,"Kenapa pulsa gua tiba tiba kurang padahal gua gak lakuin apa apa, gua ke cewa",1,2024-01-30 03:25:34,negatif
Adam Alderchy,Nih indosat lagi ada gangguan kah?? Sinyal saya tiba² gak ada,1,2024-01-30 03:21:40,negatif
faiuz abadi,keren,5,2024-01-30 03:18:16,positif
リニルコイヤ,Bagus,5,2024-01-30 03:17:33,positif
Zaim Fiqrom,"aplikasi paling bagus😁dan semoga ke depannya lagi, lebih bagus lagi,di tahun ini, kawan kawan, ruginya kalo enggak download ini myIM3, sangat sangat rugi anda,",5,2024-01-30 03:15:33,positif
Super potato Crunch,bagus,5,2024-01-30 03:13:01,positif
Aldi Picisan,"Wey coba lah pulsa gua jangan maen ambil ambil aja padahal mah paket ada,tidak melakukan sms tidak melakukan telepon seluler tapi ini pulsa gua malah berkurang terus coba doang operator untuk tidak nyolong pulsa gua trus.",1,2024-01-30 03:01:21,negatif
Andresetiawan Andresetiawan,"indosat semakin kesini semakin membagonkan ya,,!? di isi pulsa yg 50k masa aktif cuma bertambah 1 bulan aja",1,2024-01-30 02:58:55,negatif
Lucky Dharma15,Lu asik bang,1,2024-01-30 02:57:33,negatif
Aman Spd,menjadi lebih mudah dan praktis dalam pengisian quota dan pengecekan data,4,2024-01-30 02:52:57,positif
Febi Osmi Harnita,Pulsa saya kesedot lg gimana ini ampun im3 gada abis² nya kesedot muluu😣,1,2024-01-30 02:48:38,negatif
Tito Eben Ezer,Udah seminggu ini lemotnya parah.. Masuk aplikasinya sendiri sudah apalagi ke apl lain. Maksa banget jualan pulsa di fb ini provider.. Parahhhhhhhhhh.. Menggangu banget tauuuuuuuuuuu,1,2024-01-30 02:41:41,negatif
Erwin Setiawan,sangat puas,4,2024-01-30 02:29:45,positif
Andriyan Koto,Aplikasi dongo jangan di download gw isi 15k tiba tiba ilang gitu aja jadi yang punya aplikasi ini tolong jangan dongoooo,1,2024-01-30 02:22:40,negatif
unyil pahim,mhal,1,2024-01-30 02:20:52,negatif
Vinensia Orowala,bagus sekali aplikasi ini,4,2024-01-30 02:19:52,positif
Muhammad Juhari,cukup baik tapi gratis an nya gak ada,3,2024-01-30 02:12:59,negatif
Kreasi Florist,Tolong lah Indosat...sinyal nya dong.... Ada apa ya....kok sulit sekali.....sinyal muter-muter melulu.... Pusing saya,2,2024-01-30 02:06:29,negatif
Fanisa Vivo,Merasa sangat kecewa jaringan nyaa lemot banget kuota nya gabisaa dipakai habis gitu ajaa,1,2024-01-30 02:03:27,negatif
Bayu Cah bates,Ga bisa di donlod knpa ya bos.?,2,2024-01-30 01:58:31,negatif
ChannelBreak - CahyoTirto,"Di kisaran kawasan mm2100 ada jaringannya GK ada sinyal internetnya ,,,segera betulin lah cuk.Pulsa wes mbok sedoti wae ,jaringan Bosok ,Blok",1,2024-01-30 01:48:17,negatif
Ferdi Rukmana,"Setelah -+4 bulan vakum pake m3... Coba balik lagi berharap jaringan internet lebih baik,seminggu ini ngerasa udh lebih baik walau kadang masih ada gangguan sedikit2.well,...semoga makin baik & ga anjlok lagi.bintang ke limanya nanti nyusul 😄",4,2024-01-30 01:37:41,positif
keong 13,Semakin parah saja jaringan indosat dipekanbaru 🤕🤕🤕,1,2024-01-30 01:36:39,negatif
Ahmad Arbain,sinyal bagus kadang jelek banget...terus ini KENAPAAAAAAAAAA...KUOTA APPS NYA GAK BISA DIPAKE HAHHH.....,1,2024-01-30 01:35:53,negatif
Qaldi,Saya mengisi pulsa 50000 pada 16 janauari tanpa menghidupkan data dan melakukan transaksi apapun pulsa saya terpotong pelan pelan hingga 23000 pada 30 januari jadi kemana pulsaku yang lai,1,2024-01-30 01:21:49,negatif
bill,Jelek,1,2024-01-30 01:03:45,negatif
Yur Nani,Mantap mantap,5,2024-01-30 00:47:35,positif
Jiong Panji,baik,1,2024-01-30 00:24:29,negatif
Dafa Febrian,Tolol,1,2024-01-30 00:24:08,negatif
Riski Nauli,"Pulsa 20k rungkad, padahal kuota banyak😞",1,2024-01-30 00:23:57,negatif
Ari Bdl,Masih suka nyedot pulsa sama kuota sendiri!. padahal udh gada izin penggunaan data di latar belakang,1,2024-01-30 00:01:27,negatif
Sergio Taidi,sangat baguss,5,2024-01-29 23:42:10,positif
Seto Satriyo,Setelah update tidak bisa di gunakan,1,2024-01-29 23:40:43,negatif
Resa Wira nata,"tolong indosat jaringannya sekarang di perbaiki lg jelek banget jaringannya, saya pindah dari telkomsel krna jaringannya gk bagus, tolong jgn mengecewakan.",2,2024-01-29 23:37:19,negatif
Dendra Alfiansyah,bagus beh,5,2024-01-29 23:35:36,positif
Rahman Fawzy,sangat membantu,5,2024-01-29 23:28:01,positif
Amanu Widargo,mantaf,5,2024-01-29 23:27:34,positif
Nekoku01,Kuota gak bisa kepakai,1,2024-01-29 23:14:04,negatif
Reza. Pahlawan,sutu7. jadi lebih mudah makasih im3,5,2024-01-29 23:13:13,positif
WD,Sinyal ilang2 ga jelas,1,2024-01-29 23:12:03,negatif
173 Suratini,myIM3 sangat bagus pelayanannya,5,2024-01-29 23:05:07,positif
thamzil rahtanca,ok,5,2024-01-29 23:05:01,positif
Yadi Widodo,Ada fitur pulsa darurat. Tp g bisa dipake. Bunganya tinggggiiiiiiiii kya panjat pinang,1,2024-01-29 23:04:50,negatif
Dafid Anggik,terbaik,5,2024-01-29 22:59:28,positif
Bela Suwanten,sangat Bagus kami senang,4,2024-01-29 22:44:16,positif
Silviyana Handayani,"Aplikasi apaan ini 😠saya kaga pake kuota darurat ,tapi saya di suruh bayar pulsa lima ribu 😠😠😠mending gw hapus ,aplikasi sampah",1,2024-01-29 22:41:27,negatif
Amang Haddad,Harga paket makin hari tambah super Mahal dan Jaringan Lemot,1,2024-01-29 22:33:55,negatif
Siti Azril Daffa,"Kenapa ya sim saya bisa expairing, padahal d cek masa aktif masih di tgl 2 bulan 2 2024. D pakek sms dan telepon biasa juga masih bisa, di isi pulsa juga masih bisa tp masa aktif juga tdak bisa berubah dan terdapat info 5 hari lagi kartu kamu akan kadaluarsa.",3,2024-01-29 22:16:00,negatif
Gilang Ahmad,Ini jaringan im3 emang kaya babi ya,1,2024-01-29 22:14:35,negatif
pasya muhammad rizky,"Saya pengguna Indosat dari tahun 2019 dan dari sedari dulu Indosat banyak banget kendalanya dimulai dari jaringan lemot, pulsa kesedot, harga kuota yang mahal, trs jg pas kita complain ke cs ga ngebantuin masalahnya sama sekali. Trs jg kita sebagai pengguna lama bukannya dapet privilege malah rugi, harganya kuotanya beda jauh sama user baru. Padahal udah beratus-ratus ribu kali ya saya sudah beli kuota Indosat namun fasilitasnya mlh lebih buruk..",1,2024-01-29 22:05:45,negatif
ZNA chenell,Ampuuuunn ini jaringann...MASA BERLAKU ABISSS KUOTA MSIH SISAA KRNA MAU DI PKE JUGAA SINYAL KGA DAA...TOLONG SEGERA DI PERBAIAKII🙈🙈🙈,1,2024-01-29 22:03:36,negatif
Hadiansyah Channel,Tidak bisa login saya daftarkan nomor saya kenapa ya kode OTP nya tidak muncul baru saja saya Update min.,4,2024-01-29 21:53:39,positif
Iwan Maulana,mantap,5,2024-01-29 21:36:06,positif
Siska Ika,keren,5,2024-01-29 21:31:42,positif
thio akbar,saya sangat Suka apk nya😍😍,5,2024-01-29 21:25:22,positif
ahmad nasir Jalak,apk sangat berguna,5,2024-01-29 20:28:04,positif
Dobleh Ajah,sangat baik,5,2024-01-29 20:12:13,positif
Aguztiant,"Makin ke sini makin mahal harga paket internet,nya. Udah gitu sinyal ilang ilangan lagi. Kalo mau naikin harga paket, sesuaikan juga dong sama layanan,nya. HARGA ELIT, JARINGAN STABIL SYULIT.. KOCAK Bener bener jelek sekarang IM3.. Pindah ke XL aja lah kalo gini..",1,2024-01-29 20:04:44,negatif
isaki sico,"Dulu tanpa kuota bisa akses aplikasi. Sekarang tanpa kuota tidak bisa akses website dan aplikasi, jadi pelanggan sulit untuk membeli kuota baru pada saat habis mendadak.",2,2024-01-29 19:35:51,negatif
Deni Kiswoyo,jaringan tdk stabil....kuota mahal,1,2024-01-29 19:33:07,negatif
